Exchange,Symbol,Shortname,Longname,Sector,Industry,Currentprice,Marketcap,Ebitda,Revenuegrowth,City,State,Country,Fulltimeemployees,Longbusinesssummary,Weight
NMS,NTRS,Northern Trust Corporation,Northern Trust Corporation,Financial Services,Asset Management,119.95,24908935168,,0.109,Chicago,IL,United States,20800,"Northern Trust Corporation, a financial holding company, provides wealth management, asset servicing, asset management, and banking solutions for corporations, institutions, families, and individuals worldwide. It operates in two segments, Corporate & Institutional Services (C&IS) and Wealth Management. The C&IS segment offers asset servicing and related services, including custody, fund administration, investment operations outsourcing, investment management, investment risk and analytical services, employee benefit services, securities lending, foreign exchange, treasury management, brokerage services, transition management services, banking, and cash management services. This segment serves corporate and public retirement funds, foundations, endowments, fund managers, insurance companies, sovereign wealth funds, and other institutional investors. The Wealth Management segment offers trust, investment management, custody, and philanthropic; financial consulting; guardianship and estate administration; family business consulting; family financial education; brokerage services; and private and business banking services. This segment serves high-net-worth individuals and families, business owners, executives, professionals, retirees, and established privately-held businesses. The company also provides asset management services, such as active and passive equity; active and passive fixed income; cash management; alternative asset classes comprising private equity and hedge funds of funds; and multi-manager advisory services and products through separately managed accounts, bank common and collective funds, registered investment companies, exchange traded funds, non-U.S. collective investment funds, and unregistered private investment funds. In addition, it offers overlay and other risk management services. The company was founded in 1889 and is headquartered in Chicago, Illinois.",0.0005796345738429111
NYQ,STE,STERIS plc (Ireland),STERIS plc,Healthcare,Medical Devices,247.18,24723685376,1068353984,0.495,Dublin,,Ireland,13000,"STERIS plc provides infection prevention and other procedural products and services worldwide. It operates in three segments: Healthcare, Applied Sterilization Technologies, and Life Sciences. The Healthcare segment offers cleaning chemistries and sterility assurance products; accessories for gastrointestinal (GI) procedures, washers, sterilizers, and other pieces of capital equipment for the operation of a sterile processing department; and equipment used directly in the operating room, including surgical tables, lights, and connectivity solutions, as well as equipment management services. It also provides capital equipment installation, maintenance, upgradation, repair, and troubleshooting services; preventive maintenance programs and repair services; instrument and endoscope repair and maintenance services; and custom process improvement consulting and outsourced instrument sterile processing services. This segment offers its products and services to acute care hospitals and other healthcare settings. The Applied Sterilization Technologies segment provides contract sterilization and testing services for medical device and pharmaceutical manufacturers through a network of approximately 50 contract sterilization and laboratory facilities. The Life Sciences segment designs, manufactures and sells consumable products, such as formulated cleaning chemistries, barrier and sterility assurance products, steam and vaporized hydrogen peroxide sterilizers, and washer disinfectors. This segment also offers equipment installation, maintenance, upgradation, repair, and troubleshooting services; and preventive maintenance programs and repair services. The company was founded in 1985 and is based in Dublin, Ireland.",0.0005753237840192516
NYQ,MAA,Mid-America Apartment Communiti,"Mid-America Apartment Communities, Inc.",Real Estate,REIT—Residential,213.57,24590022656,999283008,0.094,Germantown,TN,United States,2429,"MAA, an S&P 500 company, is a real estate investment trust, or REIT, focused on delivering full-cycle and superior investment performance for shareholders through the ownership, management, acquisition, development and redevelopment of quality apartment communities in the Southeast, Southwest, and Mid-Atlantic regions of the United States. As of December 31, 2020, MAA had ownership interest in 102,772 apartment units, including communities currently in development, across 16 states and the District of Columbia.",0.0005722134329254235
NMS,VRSN,"VeriSign, Inc.","VeriSign, Inc.",Technology,Software—Infrastructure,221.3,24581562368,914742976,0.063,Reston,VA,United States,902,"VeriSign, Inc., together with its subsidiaries, provides domain name registry services and internet infrastructure that enables internet navigation for various recognized domain names worldwide. It enables the security, stability, and resiliency of internet infrastructure and services, including providing root zone maintainer services, operating two of the 13 internet root servers; and offering registration services and authoritative resolution for the .com and .net domains, which support global e-commerce. The company also back-end systems for .cc, .gov, .edu, and .name domain names, as well as operates distributed servers, networking, security, and data integrity services. VeriSign, Inc. was incorporated in 1995 and is headquartered in Reston, Virginia.",0.0005720165607831021
NMS,CDW,CDW Corporation,CDW Corporation,Technology,Information Technology Services,180.8,24538720256,1636999936,0.114,Lincolnshire,IL,United States,11098,"CDW Corporation provides integrated information technology (IT) solutions to business, government, education, and healthcare customers in the United States, the United Kingdom, and Canada. It operates through three segments: Corporate, Small Business, and Public. The company offers discrete hardware and software products, as well as integrated IT solutions, including on-premise, hybrid and cloud capabilities across data center and networking, digital workspace, security, and virtualization. Its hardware products comprise notebooks/mobile devices, network communications, desktop computers, video monitors, enterprise and data storage, and other hardware; and software products include application suites, security, virtualization, operating systems, and network management. The company also provides field services, managed services, warranties, configuration services, partner services, and telecom services. CDW Corporation was founded in 1984 and is based in Lincolnshire, Illinois.",0.0005710196185547747
NYQ,BBY,"Best Buy Co., Inc.","Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,100.83,24255764480,4212999936,0.005,Richfield,MN,United States,61200,"Best Buy Co., Inc. retails technology products in the United States and Canada. The company operates in two segments, Domestic and International. Its stores provide computing and mobile phones, such as computing covering desktops, notebooks, and peripherals; mobile phones comprising related mobile network carrier commissions, networking products, tablets covering e-readers, and wearables, such as smartwatches; and consumer electronics consisting of digital imaging, health and fitness, home theater, portable audio comprising headphones and portable speakers, and smart home products. The company's stores also offer appliances, such as dishwashers, laundry appliances, ovens, refrigerators, blenders, coffee makers, and vacuums; entertainment products consisting of drones, peripherals, movies, music, and toys, as well as gaming hardware and software, and virtual reality and other software products; and other products, such as beverages, snacks, and sundry items, as well as baby products, furniture, luggage, and sporting goods. In addition, it provides consultation, delivery, design, installation, memberships, protection plans, repair, set-up, and technical support services, as well as connected health services for aging consumers. The company offers its products through stores and websites under the BestBuy, Best Buy Business, Best Buy Express, Best Buy Health, CST, Geek Squad, GreatCall, Lively, Magnolia, Pacific Kitchen, and Home, as well as the domain names bestbuy.com and greatcall.com. As of January 30, 2021, it had 1,126 large-format and 33 small-format stores. The company was formerly known as Sound of Music, Inc. Best Buy Co., Inc. was incorporated in 1966 and is headquartered in Richfield, Minnesota.",0.0005644351961564679
NYQ,MOS,Mosaic Company (The),The Mosaic Company,Basic Materials,Agricultural Inputs,64.45,23872921600,2739300096,0.435,Tampa,FL,United States,12617,"The Mosaic Company, through its subsidiaries, produces and markets concentrated phosphate and potash crop nutrients in North America and internationally. The company operates through three segments: Phosphates, Potash, and Mosaic Fertilizantes. It owns and operates mines, which produce concentrated phosphate crop nutrients, such as diammonium phosphate, monoammonium phosphate, and ammoniated phosphate products; and phosphate-based animal feed ingredients primarily under the Biofos and Nexfos brand names, as well as produces a double sulfate of potash magnesia product under K-Mag brand name. The company also produces and sells potash for use in the manufacturing of mixed crop nutrients and animal feed ingredients, and for industrial use; and for use in the de-icing and as a water softener regenerant. In addition, it provides nitrogen-based crop nutrients and animal feed ingredients, and other ancillary services; and purchases and sells phosphates, potash, and nitrogen products. The company sells its products to wholesale distributors, retail chains, farmers, cooperatives, independent retailers, and national accounts. The Mosaic Company was incorporated in 2004 and is headquartered in Tampa, Florida.",0.0005555263862012886
NYQ,SWK,"Stanley Black & Decker, Inc.","Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,146.37,23863138304,3186400000,0.107,New Britain,CT,United States,56000,"Stanley Black & Decker, Inc. engages in the tools and storage, industrial, and security businesses worldwide. Its Tools & Storage segment offers power tools and equipment, including professional products, such as professional grade corded and cordless electric power tools and equipment, and pneumatic tools and fasteners; and consumer products comprising corded and cordless electric power tools primarily under the BLACK+DECKER brand, as well as lawn and garden products and related accessories, and home products. This segment sells its products through retailers, distributors, and a direct sales force to professional end users, distributors, retail consumers, and industrial customers in various industries. The company's Industrial segment provides engineered fastening systems and products to customers in the automotive, manufacturing, electronics, construction, aerospace, and other industries; sells and rents custom pipe handling, joint welding, and coating equipment for use in the construction of large and small diameter pipelines, as well as provides pipeline inspection services; and sells hydraulic tools, attachments, and accessories. This segment also serves oil and natural gas pipeline industry and other industrial customers. Its Security segment designs, supplies, and installs commercial electronic security systems and provides electronic security services; offers healthcare solutions, which include asset tracking, infant protection, pediatric protection, patient protection, wander management, fall management, and emergency call products; and sells automatic doors to commercial customers. This segment serves consumers, retailers, educational, financial, and healthcare institutions, as well as commercial, governmental, and industrial customers. The company was formerly known as The Stanley Works and changed its name to Stanley Black & Decker, Inc. in March 2010. Stanley Black & Decker, Inc. was founded in 1843 and is headquartered in New Britain, Connecticut.",0.00055529872746881
NYQ,AEE,Ameren Corporation,Ameren Corporation,Utilities,Utilities—Regulated Electric,92.2,23751272448,2609999872,0.111,Saint Louis,MO,United States,9183,"Ameren Corporation, together with its subsidiaries, operates as a public utility holding company in the United States. It operates through four segments: Ameren Missouri, Ameren Illinois Electric Distribution, Ameren Illinois Natural Gas, and Ameren Transmission. The company engages in the rate-regulated electric generation, transmission, and distribution activities; and rate-regulated natural gas distribution and transmission businesses. It primarily generates electricity through coal, nuclear, and natural gas, as well as renewable sources, such as hydroelectric, wind, methane gas, and solar. The company serves residential, commercial, and industrial customers. The company was founded in 1881 and is headquartered in St. Louis, Missouri.",0.0005526955925964116
NMS,MPWR,"Monolithic Power Systems, Inc.","Monolithic Power Systems, Inc.",Technology,Semiconductors,512.21,23609296896,257768992,0.247,Kirkland,WA,United States,2209,"Monolithic Power Systems, Inc. designs, develops, and markets integrated power semiconductor solutions and power delivery architectures for computing and storage, automotive, industrial, communications, and consumer applications markets. It offers direct current (DC) to DC integrated circuits (ICs) that are used to convert and control voltages of various electronic systems, such as portable electronic devices, wireless LAN access points, computers and notebooks, monitors, infotainment applications, and medical equipment. The company also provides lighting control ICs for backlighting that are used in systems, which provide the light source for LCD panels in notebook computers, monitors, car navigation systems, and televisions, as well as for general illumination products. The company sells its products through third-party distributors, and value-added resellers, as well as directly to original equipment manufacturers, original design manufacturers, electronic manufacturing service providers, and other end customers in China, Taiwan, Europe, South Korea, Southeast Asia, Japan, the United States, and internationally. Monolithic Power Systems, Inc. was incorporated in 1997 and is headquartered in Kirkland, Washington.",0.000549391800683004
NYQ,MTB,M&T Bank Corporation,M&T Bank Corporation,Financial Services,Banks—Regional,182.03,23424530432,,0.042,Buffalo,NY,United States,,"M&T Bank Corporation operates as a bank holding company that provides commercial and retail banking services. The company's Business Banking segment offers deposit, lending, cash management, and other financial services to small businesses and professionals. Its Commercial Banking segment provides deposit products, commercial lending and leasing, letters of credit, and cash management services for middle-market and large commercial customers. The company's Commercial Real Estate segment originates, sells, and services commercial real estate loans; and offers deposit services. Its Discretionary Portfolio segment provides deposits; securities, residential real estate loans, and other assets; and short and long term borrowed funds, as well as foreign exchange services. The company's Residential Mortgage Banking segment offers residential real estate loans for consumers and sells those loans in the secondary market; and purchases servicing rights to loans originated by other entities. Its Retail Banking segment offers demand, savings, and time accounts; consumer installment loans, automobile and recreational finance loans, home equity loans and lines of credit, and credit cards; mutual funds and annuities; and other services. The company also provides trust and wealth management; fiduciary and custodial; insurance agency; institutional brokerage and securities; and investment management services. It offers its services through banking offices, business banking centers, telephone and internet banking, and automated teller machines. As of December 31, 2021, the company operates 688 domestic banking offices in New York State, Maryland, New Jersey, Pennsylvania, Delaware, Connecticut, Virginia, West Virginia, and the District of Columbia; and a full-service commercial banking office in Ontario, Canada. M&T Bank Corporation was founded in 1856 and is headquartered in Buffalo, New York.",0.0005450922579727766
NYQ,DOV,Dover Corporation,Dover Corporation,Industrials,Specialty Industrial Machinery,162.64,23417718784,1580123008,0.154,Downers Grove,IL,United States,23000,"Dover Corporation provides equipment and components, consumable supplies, aftermarket parts, software and digital solutions, and support services worldwide. The Engineered Products segment provides aftermarket vehicle, solid waste handling, industrial automation, aerospace and defense, industrial winch and hoist, bearings, drives, electric monitoring, and fluid dispensing systems. This segment also offers manual and power clamps, rotary and linear mechanical indexers, conveyors, pick and place units, glove ports, and manipulators, as well as end-of-arm robotic grippers, slides, and end effectors. The Fueling Solutions segment transports fuels and other hazardous fluids, as well as operates retail fueling and vehicle wash establishments. The Imaging and Identification segment provides precision marking and coding; product traceability equipment; and digital textile printing equipment, as well as related consumables, software, and services. The Pumps and Process Solutions segment manufactures specialty pumps, fluid handling components, plastics and polymer processing equipment, and engineered components for rotating and reciprocating machines. This segment also manufactures pumps that are used to transfer liquid and bulk products in various markets, including plastics and polymers processing, chemicals production, food/sanitary, biopharma, medical, transportation, petroleum refining, power generation and general industrial applications. The Refrigeration & Food Equipment segment manufactures refrigeration systems, refrigeration display cases, commercial glass refrigerators and freezer doors, and brazed plate heat exchangers for industrial heating and cooling, and residential climate control applications; and commercial food service equipment and can-shaping machinery. The company sells its products directly and through a network of distributors. Dover Corporation was incorporated in 1947 and is headquartered in Downers Grove, Illinois.",0.000544933749925001
NYQ,VFC,V.F. Corporation,V.F. Corporation,Consumer Cyclical,Apparel Manufacturing,59.62,23417663488,1625521024,0.226,Denver,CO,United States,27200,"V.F. Corporation, together with its subsidiaries, engages in the design, production, procurement, marketing, and distribution of branded lifestyle apparel, footwear, and related products for men, women, and children in the Americas, Europe, and the Asia-Pacific. It operates through three segments: Outdoor, Active, and Work. The company offers outdoor, merino wool and other natural fibers-based, lifestyle, and casual apparel; equipment; accessories; outdoor lifestyle, performance-based, youth culture/action sports-inspired, streetwear, and protective work footwear; handbags, luggage, backpacks, totes, and travel accessories; and work and work-inspired lifestyle apparel and footwear. It provides its products under the North Face, Timberland, Smartwool, Icebreaker, Altra, Vans, Supreme, Kipling, Napapijri, Eastpak, JanSport, Eagle Creek, Dickies, and Timberland PRO brand names. The company sells its products primarily to specialty stores, department stores, national chains, and mass merchants, as well as sells through direct-to-consumer operations, including retail stores, concession retail stores, and e-commerce sites, and other digital platforms. V.F. Corporation was founded in 1899 and is headquartered in Denver, Colorado.",0.0005449324631789727
NMS,ZBRA,Zebra Technologies Corporation,Zebra Technologies Corporation,Technology,Communication Equipment,438.1,23412721664,1183000064,0.269,Lincolnshire,IL,United States,8800,"Zebra Technologies Corporation, together with its subsidiaries, provides enterprise asset intelligence solutions in the automatic identification and data capture solutions industry worldwide. It operates in two segments, Asset Intelligence & Tracking and Enterprise Visibility & Mobility. The company designs, manufactures, and sells printers, which produce labels, wristbands, tickets, receipts, and plastic cards; RFID printers and encoders; accessories and options for its printers, including vehicle mounts and battery chargers; stock and customized thermal labels, receipts, ribbons, plastic cards, and RFID tags for printers; and temperature-monitoring labels primarily used in vaccine distribution, as well as self-laminating wristbands for use in laser printers. It also provides a range of maintenance, technical support, repair, and managed and professional services; real-time location systems and services; and tags, sensors, exciters, middleware software, and application software, as well as physical inventory management solutions, and rugged tablets and enterprise-grade mobile computing products and accessories. In addition, the company offers barcode scanners, image capture devices, and RFID readers; and workforce management solutions, workflow execution and task management solutions, and prescriptive analytics solutions, as well as communications and collaboration solutions. The company serves retail and e-commerce, transportation and logistics, manufacturing, healthcare, hospitality, warehouse and distribution, energy and utilities, government, education, and banking enterprises. It sells its products, solutions, and services through distributors, value added resellers, independent software vendors, direct marketers, and original equipment manufacturers. The company was founded in 1969 and is headquartered in Lincolnshire, Illinois.",0.0005448174662098559
NYQ,ETR,Entergy Corporation,Entergy Corporation,Utilities,Utilities—Regulated Electric,116.38,23390167040,3957125120,0.149,New Orleans,LA,United States,12369,"Entergy Corporation, together with its subsidiaries, engages in the production and distribution of electricity in the United States. The company generates electricity through gas/oil, nuclear, coal, hydro, and solar power sources. It operates in two segments, Utility and Entergy Wholesale Commodities. The company's Utility segment generates, transmits, distributes, and sells electric power in portions of Arkansas, Mississippi, Texas, and Louisiana, including the City of New Orleans; and distributes natural gas. Its Entergy Wholesale Commodities segment engages in the ownership, operation, and decommissioning of nuclear power plants located in the northern United States; sale of electric power to wholesale customers; provision of services to other nuclear power plant owners; and owning interests in non-nuclear power plants that sell electric power to wholesale customers. It sells energy to retail power providers, utilities, electric power co-operatives, power trading organizations, and other power generation companies. The company's power plants have approximately 30,000 megawatts (MW) of electric generating capacity, which include 8,000 MW of nuclear power. The company delivers electricity to 3.0 million utility customers in Arkansas, Louisiana, Mississippi, and Texas. Entergy Corporation was incorporated in 1949 and is based in New Orleans, Louisiana.",0.0005442926168021132
NYQ,GRMN,Garmin Ltd.,Garmin Ltd.,Technology,Scientific & Technical Instruments,121.32,23332505600,1373437952,0.03,Schaffhausen,,Switzerland,18700,"Garmin Ltd. designs, develops, manufactures, markets, and distributes a range of wireless devices in the Americas, the Asia Pacific, Australian Continent, Europe, the Middle East, and Africa. Its Fitness segment offers running and multi-sport watches; cycling products; activity tracking and smartwatch devices; and fitness and cycling accessories. This segment also provides Garmin Connect and Garmin Connect Mobile, which are web and mobile platforms; and Connect IQ, an application development platform. The company's Outdoor segment offers adventure watches, outdoor handhelds, golf devices and mobile apps, and dog tracking and training devices. Its Aviation segment designs, manufactures, and markets various aircraft avionics solutions comprising integrated flight decks, electronic flight displays and instrumentation, navigation and communication products, automatic flight control systems and safety-enhancing technologies, audio control systems, engine indication systems, traffic awareness and avoidance solutions, ADS-B and transponder solutions, weather information and avoidance solutions, datalink and connectivity solutions, portable GPS navigators and wearables, and various services products. The company's Marine segment provides chartplotters and multi-function displays, cartography products, fish finders, sonar products, autopilot systems, radars, compliant instrument displays and sensors, VHF communication radios, handhelds and wearable devices, sailing products, entertainment, digital switching products, and trolling motors. Its Auto segment offers embedded computing models and infotainment systems; personal navigation devices; and cameras. The company sells its products through independent retailers, online retailers, dealers, distributors, installation and repair shops, and original equipment manufacturers, as well as an online webshop, garmin.com. Garmin Ltd. was founded in 1989 and is based in Schaffhausen, Switzerland.",0.0005429508266382164
NYQ,CCL,Carnival Corporation,Carnival Corporation & plc,Consumer Cyclical,Travel Services,19.95,23256911872,-4031667200,36.853,Miami,FL,United States,,"Carnival Corporation & plc operates as a leisure travel company. Its ships visit approximately 700 ports under the Carnival Cruise Line, Princess Cruises, Holland America Line, P&O Cruises (Australia), Seabourn, Costa Cruises, AIDA Cruises, P&O Cruises (UK), and Cunard brand names. The company also provides port destinations and other services, as well as owns and operates hotels, lodges, glass-domed railcars, and motor coaches. It sells its cruises primarily through travel agents and tour operators. The company operates in the United States, Canada, Continental Europe, the United Kingdom, Australia, New Zealand, Asia, and internationally. It operates 87 ships with 223,000 lower berths. The company was incorporated in 1972 and is headquartered in Miami, Florida.",0.0005411917495030858
NYQ,RJF,"Raymond James Financial, Inc.","Raymond James Financial, Inc.",Financial Services,Capital Markets,112.73,23240642560,,0.305,Saint Petersburg,FL,United States,15000,"Raymond James Financial, Inc., a diversified financial services company, provides private client group, capital markets, asset management, banking, and other services to individuals, corporations, and municipalities in the United States, Canada, and Europe. The Private Client Group segment offers investment services, portfolio management services, insurance and annuity products, and mutual funds; support to third-party product partners, including sales and marketing support, as well as distribution and accounting, and administrative services; margin loans; and securities borrowing and lending services. The Capital Markets segment provides investment banking services, including equity underwriting, debt underwriting, and merger and acquisition advisory services; and fixed income and equity brokerage services. The Asset Management segment offers asset management, portfolio management, and related administrative services to retail and institutional clients; and administrative support services, such as record-keeping. The Raymond James Bank segment provides insured deposit accounts; commercial and industrial, commercial real estate (CRE) and CRE construction, tax-exempt, residential, securities-based, and other loans; and loan syndication services. The Other segment engages in the private equity investments, including various direct and third-party private equity investments; and legacy private equity funds. The company was founded in 1962 and is headquartered in St. Petersburg, Florida.",0.0005408131602272202
NYQ,ESS,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",Real Estate,REIT—Residential,356.845,23226255360,964246016,0.007,San Mateo,CA,United States,1763,"Essex Property Trust, Inc., an S&P 500 company, is a fully integrated real estate investment trust (REIT) that acquires, develops, redevelops, and manages multifamily residential properties in selected West Coast markets. Essex currently has ownership interests in 246 apartment communities comprising approximately 60,000 apartment homes with an additional 6 properties in various stages of active development.",0.0005404783679735752
NMS,SWKS,"Skyworks Solutions, Inc.","Skyworks Solutions, Inc.",Technology,Semiconductors,140.29,23202142208,2030499968,0.37,Irvine,CA,United States,11000,"Skyworks Solutions, Inc., together with its subsidiaries, designs, develops, manufactures, and markets proprietary semiconductor products, including intellectual property in the United States, China, South Korea, Taiwan, Europe, the Middle East, Africa, and rest of Asia-Pacific. Its product portfolio includes amplifiers, antenna tuners, attenuators, automotive tuners and digital radios, circulators/isolators, DC/DC converters, demodulators, detectors, diodes, wireless analog system on chip products, directional couplers, diversity receive modules, filters, front-end modules, hybrids, light emitting diode drivers, low noise amplifiers, mixers, modulators, optocouplers/optoisolators, phase locked loops, phase shifters, power dividers/combiners, receivers, switches, synthesizers, timing devices, technical ceramics, voltage controlled oscillators/synthesizers, and voltage regulators. The company provides its products for use in the aerospace, automotive, broadband, cellular infrastructure, connected home, entertainment and gaming, industrial, medical, military, smartphone, tablet, and wearable markets. It sells its products through direct sales force, electronic component distributors, and independent sales representatives. The company was incorporated in 1962 and is headquartered in Irvine, California.",0.00053991725139074
NYQ,PKI,"PerkinElmer, Inc.","PerkinElmer, Inc.",Healthcare,Diagnostics & Research,180.28,22751336448,1948466048,0.21,Waltham,MA,United States,15000,"PerkinElmer, Inc. provides products, services, and solutions to the diagnostics, life sciences, and applied services markets worldwide. The company operates in two segments, Discovery & Analytical Solutions and Diagnostics. The Discovery & Analytical Solutions segment offers a suite of solutions, including reagents, informatics, and detection and imaging technologies that enable scientists to enhance research breakthroughs in the life sciences research market, as well as laboratory services. It also provides analytical technologies, solutions, and services for the environmental, food, and industrial markets that enable its customers to understand the characterization and health of various aspects, including air, water, and soil. In addition, this segment offers solutions to farmers and food producers; and analytical instrumentation for the industrial market, which includes the chemical, semiconductor and electronics, energy, lubricant, petrochemical, and polymer industries. The Diagnostics segment provides instruments, reagents, assay platforms, and software products for the early detection of genetic disorders, such as pregnancy and early childhood, as well as infectious disease testing in the diagnostics market. Its products are used for testing and screening genetic abnormalities, disorders, and diseases, including down syndrome, hypothyroidism, muscular dystrophy, infertility, and various metabolic conditions. This segment also develops technologies that enable and support genomic workflows using protein coupled receptor and next-generation DNA sequencing for applications in oncology and drug discovery. The company serves pharmaceutical and biotechnology companies, laboratories, academic and research institutions, public health authorities, private healthcare organizations, doctors, and government agencies. PerkinElmer, Inc. was founded in 1937 and is headquartered in Waltham, Massachusetts.",0.000529426935252328
NYQ,HPE,Hewlett Packard Enterprise Comp,Hewlett Packard Enterprise Company,Technology,Communication Equipment,17.56,22712805376,4854000128,0.02,Houston,TX,United States,60400,"Hewlett Packard Enterprise Company provides solutions that allow customers to capture, analyze, and act upon data seamlessly in the Americas, Europe, the Middle East, Africa, the Asia Pacific, and Japan. The company offers general purpose servers for multi-workload computing and workload-optimized servers; HPE ProLiant rack and tower servers; HPE BladeSystem and HPE Synergy; and solutions for secondary workloads and traditional tape, storage networking, and disk products, such as HPE Modular Storage Arrays and HPE XP. It also offers HPE Apollo and Cray products; and HPE Superdome Flex, HPE Nonstop, HPE Integrity, and HPE Edgeline products. In addition, the company provides HPE Aruba product portfolio that includes wired and wireless local area network hardware products, such as Wi-Fi access points, switches, routers, and sensors; HPE Aruba software and services comprising cloud-based management, network management, network access control, analytics and assurance, and location; and professional and support services, as well as as-a-service and consumption models for the intelligent edge portfolio of products. Further, it offers various leasing, financing, IT consumption, and utility programs and asset management services for customers to facilitate technology deployment models and the acquisition of complete IT solutions, including hardware, software, and services from Hewlett Packard Enterprise and others. Additionally, the company invests in communications and media solutions. It serves commercial and large enterprise groups, such as business and public sector enterprises; and through various partners comprising resellers, distribution partners, original equipment manufacturers, independent software vendors, systems integrators, and advisory firms. Hewlett Packard Enterprise Company was founded in 1939 and is headquartered in Houston, Texas.",0.0005285303115569433
NYQ,FTV,Fortive Corporation,Fortive Corporation,Technology,Scientific & Technical Instruments,63.3,22697986048,1283699968,0.039,Everett,WA,United States,18000,"Fortive Corporation designs, develops, manufactures, markets, and services professional and engineered products, software, and services worldwide. Its Intelligent Operating Solutions segment offers connected reliability tools; environment, health, safety, and quality enterprise software products; facility and asset lifecycle software; pre-construction planning and construction procurement solutions; ruggedized professional test tools; electric, pressure, and temperature calibration tools; and portable gas detection tools for a range of vertical end markets including manufacturing, process industries, healthcare, utilities and power, communications and electronics, and others. It markets its products and services under the ACCRUENT, FLUKE, GORDIAN, INDUSTRIAL SCIENTIFIC, INTELEX, PRUFTECHNIK, and SERVICECHANNEL brands. The company's Precision Technologies segment provides electrical test and measurement instruments and services; energetic material devices; and sensor and control system solutions for power and energy, medical equipment, food and beverage, aerospace and defense, off-highway vehicles, electronics, semiconductors, and other general industrial markets. This segment markets its products under the ANDERSON-NEGELE, GEMS, SETRA, HENGSTLER-DYNAPAR, QUALITROL, PACIFIC SCIENTIFIC, KEITHLEY, and TEKTRONIX brands. Its Advanced Healthcare Solutions segment offers hardware and software products and services, including instrument and device reprocessing, instrument tracking, biomedical test tools, radiation safety monitoring, and asset management services; subscription-based surgical inventory management systems to facilitate inventory management and regulatory compliance, as well as technical, analytical, and compliance services to determine radiation exposure services under the ASP, CENSIS, CENSITRAC, EVOTECH, FLUKE BIOMEDICAL, INVETECH, LANDAUER, RAYSAFE, and STERRAD brands. Fortive Corporation was incorporated in 2015 and is headquartered in Everett, Washington.",0.0005281854636213738
NMS,HBAN,Huntington Bancshares Incorpora,Huntington Bancshares Incorporated,Financial Services,Banks—Regional,15.33,22604697600,,0.512,Columbus,OH,United States,18442,"Huntington Bancshares Incorporated is a $174 billion asset regional bank holding company headquartered in Columbus, Ohio. Founded in 1866, The Huntington National Bank and its affiliates provide consumers, small and middle-market businesses, corporations, municipalities, and other organizations with a comprehensive suite of banking, payments, wealth management, and risk management products and services. Huntington operates more than 1,100 branches in 12 states, with certain businesses operating in extended geographies. Visit Huntington.com for more information.",0.0005260146277572052
NMS,FOXA,Fox Corporation,Fox Corporation,Communication Services,Broadcasting,40.8,22478514176,2984999936,0.121,New York,NY,United States,9000,"Fox Corporation operates as a news, sports, and entertainment company in the United States. The company operates through three segments: Cable Network Programming; Television; and Other, Corporate and Eliminations. The Cable Network Programming segment produces and licenses news, business news, and sports content for distribution primarily through cable television systems, direct broadcast satellite operators, telecommunications companies, and online multi-channel video programming distributors. It operates FOX News, a national cable news channel; FOX Business, a business news national cable channel; FS1 and FS2 multi-sport national networks; FOX Sports Racing, a video programming service that comprises motor sports programming; and FOX Soccer Plus, a video programming network for live soccer and rugby competitions; FOX Deportes, a Spanish-language sports programming service; and Big Ten Network, a national video programming service. The Television segment acquires, produces, markets, and distributes broadcast network programming. It operates The FOX Network, a national television broadcast network that broadcasts sports programming and entertainment; MyNetworkTV, a programming distribution service; Fox Alternative Entertainment, a full-service production studio that develops and produces unscripted and alternative programming; Bento Box, which develops and produces animated programing; and Tubi, a free advertising-supported video-on-demand service. This segment owns and operates 29 broadcast television stations. The Other, Corporate and Eliminations segment owns the FOX Studios lot that provides production and post-production services, including 15 sound stages, 2 broadcast studios, theaters and screening rooms, editing bays, and television and film production facilities in Los Angeles, California. The company was incorporated in 2018 and is based in New York, New York.",0.000523078320978012
